Date,Gold Price in INR
06-12-2019,3340.8
07-12-2019,3341.1
08-12-2019,3341.1
09-12-2019,3327.4
10-12-2019,3332
11-12-2019,3351.4
12-12-2019,3327.8
13-12-2019,3352.8
14-12-2019,3348
15-12-2019,3348
16-12-2019,3360
17-12-2019,3363.9
18-12-2019,3362.3
19-12-2019,3382.4
20-12-2019,3371.8
21-12-2019,3373.7
22-12-2019,3375.1
23-12-2019,3398
24-12-2019,3431
25-12-2019,3428
26-12-2019,3455.9
27-12-2019,3468.9
28-12-2019,3464.2
29-12-2019,3464.2
30-12-2019,3469.4
31-12-2019,3477.3
01-01-2020,3477.6
02-01-2020,3495.6
03-01-2020,3565.4
04-01-2020,3573.5
05-01-2020,3573.5
06-01-2020,3606.9
07-01-2020,3625.4
08-01-2020,3564.6
09-01-2020,3548.9
10-01-2020,3550.7
11-01-2020,3559.6
12-01-2020,3559.6
13-01-2020,3516.1
14-01-2020,3517.2
15-01-2020,3529
16-01-2020,3536.5
17-01-2020,3559
18-01-2020,3550.6
19-01-2020,3550.6
20-01-2020,3558.8
21-01-2020,3562.4
22-01-2020,3555.4
23-01-2020,3582.8
24-01-2020,3596.1
25-01-2020,3596.1
26-01-2020,3596.1
27-01-2020,3625.8
28-01-2020,3588.7
29-01-2020,3607.6
30-01-2020,3625.1
31-01-2020,3646.3
01-02-2020,3649.3
02-02-2020,3649.3
03-02-2020,3610.8
04-02-2020,3545.5
05-02-2020,3559
06-02-2020,3582.5
07-02-2020,3607.7
08-02-2020,3605
09-02-2020,3605
10-02-2020,3603.1
11-02-2020,3590.7
12-02-2020,3582.1
13-02-2020,3607.3
14-02-2020,3636.2
15-02-2020,3638.5
16-02-2020,3638.5
17-02-2020,3621.3
18-02-2020,3678.5
19-02-2020,3696.1
20-02-2020,3741.4
21-02-2020,3796
22-02-2020,3792.9
23-02-2020,3792.9
24-02-2020,3830.1
25-02-2020,3801.8
26-02-2020,3790.1
27-02-2020,3772.9
28-02-2020,3670.3
29-02-2020,3672.8
01-03-2020,3672.8
02-03-2020,3716.3
03-03-2020,3844.6
04-03-2020,3869.8
05-03-2020,3962.8
06-03-2020,4018.7
07-03-2020,3977.1
08-03-2020,3977.1
09-03-2020,4004.7
10-03-2020,3890.1
11-03-2020,3894.9
12-03-2020,3745.9
13-03-2020,3601.7
14-03-2020,3631.3
15-03-2020,3631.3
16-03-2020,3569.3
17-03-2020,3633.9
18-03-2020,3591.5
19-03-2020,3544.1
20-03-2020,3607.3
21-03-2020,3635
22-03-2020,3635
23-03-2020,3814.2
24-03-2020,3969.8
25-03-2020,3915
26-03-2020,3907.8
27-03-2020,3895.9
28-03-2020,3894.1
29-03-2020,3925.1
30-03-2020,3927.5
31-03-2020,3818.4
01-04-2020,3909
02-04-2020,3951.9
03-04-2020,3979.1
04-04-2020,3974
05-04-2020,3974
06-04-2020,4063.1
07-04-2020,4015.8
08-04-2020,4011.8
09-04-2020,4107.2
10-04-2020,4118.1
11-04-2020,4119
12-04-2020,4119
13-04-2020,4204.1
14-04-2020,4208.7
15-04-2020,4225.1
16-04-2020,4241.4
17-04-2020,4142.3
18-04-2020,4135.6
19-04-2020,4135.6
20-04-2020,4175.3
21-04-2020,4160.1
22-04-2020,4211.3
23-04-2020,4229.7
24-04-2020,4237
25-04-2020,4230.5
26-04-2020,4229.4
27-04-2020,4193.5
28-04-2020,4175.6
29-04-2020,4146.5
30-04-2020,4082.6
01-05-2020,4145.9
02-05-2020,4140
03-05-2020,4127.5
04-05-2020,4138.5
05-05-2020,4154.1
06-05-2020,4126.2
07-05-2020,4176.9
08-05-2020,4134.1
09-05-2020,4131.6
10-05-2020,4133.3
11-05-2020,4137.8
12-05-2020,4113.1
13-05-2020,4153.4
14-05-2020,4190.8
15-05-2020,4244.3
16-05-2020,4248.9
17-05-2020,4248.9
18-05-2020,4207.7
19-05-2020,4244.3
20-05-2020,4244
21-05-2020,4189.2
22-05-2020,4233.1
23-05-2020,4235.4
24-05-2020,4235.4
25-05-2020,4211.3
26-05-2020,4153.1
27-05-2020,4172.6
28-05-2020,4175.8
29-05-2020,4194.8
30-05-2020,4198
31-05-2020,4198
01-06-2020,4216.3
02-06-2020,4160.6
03-06-2020,4106.5
04-06-2020,4160.7
05-06-2020,4080.3
06-06-2020,4086.5
07-06-2020,4086.5
08-06-2020,4112
09-06-2020,4156.4
10-06-2020,4221.5
11-06-2020,4224.5
12-06-2020,4222.5
13-06-2020,4222.9
14-06-2020,4222.9
15-06-2020,4205.3
16-06-2020,4233.9
17-06-2020,4232.4
18-06-2020,4229.5
19-06-2020,4267.7
20-06-2020,4263.4
21-06-2020,4263.4
22-06-2020,4273.2
23-06-2020,4302.3
24-06-2020,4294.9
25-06-2020,4275.3
26-06-2020,4298.7
27-06-2020,4297.5
28-06-2020,4297.5
29-06-2020,4294.9
30-06-2020,4320
01-07-2020,4293.3
02-07-2020,4260.9
03-07-2020,4255
04-07-2020,4254.4
05-07-2020,4254.4
06-07-2020,4278.5
07-07-2020,4320.2
08-07-2020,4351.7
09-07-2020,4349.2
10-07-2020,4341.1
11-07-2020,4341.7
12-07-2020,4341.7
13-07-2020,4349.9
14-07-2020,4376.6
15-07-2020,4370
16-07-2020,4335.4
17-07-2020,4355.8
18-07-2020,4352.3
19-07-2020,4352.3
20-07-2020,4362.2
21-07-2020,4403.8
22-07-2020,4475.2
23-07-2020,4533.9
24-07-2020,4564.1
25-07-2020,4561.9
26-07-2020,4561.9
27-07-2020,4651.8
28-07-2020,4696.5
29-07-2020,4727.9
30-07-2020,4693.7
31-07-2020,4751.7
01-08-2020,4748
02-08-2020,4748
03-08-2020,4769.8
04-08-2020,4855.5
05-08-2020,4895.8
06-08-2020,4966.3
07-08-2020,4892.1
08-08-2020,4894.1
09-08-2020,4890.5
10-08-2020,4869.1
11-08-2020,4594.8
12-08-2020,4593.8
13-08-2020,4692.7
14-08-2020,4668.1
15-08-2020,4672.6
16-08-2020,4672.6
17-08-2020,4763.9
18-08-2020,4793
19-08-2020,4667.9
20-08-2020,4700.9
21-08-2020,4666.1
22-08-2020,4660.4
23-08-2020,4660.4
24-08-2020,4585.5
25-08-2020,4597.6
26-08-2020,4655.5
27-08-2020,4570.9
28-08-2020,4614.3
29-08-2020,4611.1
30-08-2020,4611.1
31-08-2020,4640.6
01-09-2020,4621.7
02-09-2020,4565.8
03-09-2020,4553.6
04-09-2020,4543.7
05-09-2020,4544.8
06-09-2020,4544.8
07-09-2020,4547.1
08-09-2020,4571.2
09-09-2020,4585.2
10-09-2020,4586.4
11-09-2020,4579.2
12-09-2020,4579.2
13-09-2020,4579.2
14-09-2020,4613.7
15-09-2020,4616.2
16-09-2020,4626.1
17-09-2020,4592.2
18-09-2020,4609
19-09-2020,4608.7
20-09-2020,4608.7
21-09-2020,4512.7
22-09-2020,4485.3
23-09-2020,4410.5
24-09-2020,4421.2
25-09-2020,4402.9
26-09-2020,4403.1
27-09-2020,4403.1
28-09-2020,4457.6
29-09-2020,4490.5
30-09-2020,4458.7
01-10-2020,4481
02-10-2020,4474.3
03-10-2020,4472.6
04-10-2020,4472.6
05-10-2020,4485.7
06-10-2020,4456.8
07-10-2020,4443.8
08-10-2020,4455.9
09-10-2020,4516.5
10-10-2020,4519.3
11-10-2020,4519.3
12-10-2020,4526.1
13-10-2020,4460.7
14-10-2020,4473.4
15-10-2020,4493.3
16-10-2020,4478.6
17-10-2020,4476.7
18-10-2020,4476.7
19-10-2020,4481
20-10-2020,4503.8
21-10-2020,4550.4
22-10-2020,4505
23-10-2020,4509.9
24-10-2020,4509.9
25-10-2020,4509.9
26-10-2020,4517.4
27-10-2020,4521
28-10-2020,4470.4
29-10-2020,4466.5
30-10-2020,4494.4
31-10-2020,4499.6
01-11-2020,4505.3
02-11-2020,4530.2
03-11-2020,4572.6
04-11-2020,4524.6
05-11-2020,4631
06-11-2020,4636.9
07-11-2020,4636.1
08-11-2020,4636.1
09-11-2020,4436.8
10-11-2020,4473.6
11-11-2020,4457.2
12-11-2020,4496.9
13-11-2020,4514.3
14-11-2020,4516.7
15-11-2020,4516.7
16-11-2020,4505.2
17-11-2020,4507.5
18-11-2020,4457.8
19-11-2020,4435.3
20-11-2020,4458
21-11-2020,4454.5
22-11-2020,4454.5
23-11-2020,4382.7
24-11-2020,4284.4
25-11-2020,4282.7
26-11-2020,4286.9
27-11-2020,4241.1
28-11-2020,4242.4
29-11-2020,4242.4
30-11-2020,4230.6
01-12-2020,4280.8
02-12-2020,4330.2
03-12-2020,4364.6
04-12-2020,4350.3
05-12-2020,4353.6
06-12-2020,4353.6
07-12-2020,4403.2
08-12-2020,4427.9
09-12-2020,4346.1
10-12-2020,4343.3
11-12-2020,4350.1
12-12-2020,4355.1
13-12-2020,4355.1
14-12-2020,4313.6
15-12-2020,4368.2
16-12-2020,4406.2
17-12-2020,4447.9
18-12-2020,4437.8
19-12-2020,4443.1
20-12-2020,4443.1
21-12-2020,4454.2
22-12-2020,4423.1
23-12-2020,4434.4
24-12-2020,4439.3
25-12-2020,4437.9
26-12-2020,4437.9
27-12-2020,4455.5
28-12-2020,4424.6
29-12-2020,4427.6
30-12-2020,4441.9
31-12-2020,4440.4
01-01-2021,4443.1
02-01-2021,4443
03-01-2021,4443
04-01-2021,4554.1
05-01-2021,4580.3
06-01-2021,4512.6
07-01-2021,4522.6
08-01-2021,4347.3
09-01-2021,4351.3
10-01-2021,4351.3
11-01-2021,4357.2
12-01-2021,4353.2
13-01-2021,4351.8
14-01-2021,4329.9
15-01-2021,4293.7
16-01-2021,4289.1
17-01-2021,4291
18-01-2021,4317.4
19-01-2021,4321.6
20-01-2021,4374.2
21-01-2021,4378.5
22-01-2021,4349.4
23-01-2021,4345.3
24-01-2021,4345.3
25-01-2021,4345.8
26-01-2021,4334.2
27-01-2021,4315.4
28-01-2021,4311.3
29-01-2021,4329.2
30-01-2021,4326.4
31-01-2021,4326.4
01-02-2021,4365.3
02-02-2021,4298.2
03-02-2021,4284
04-02-2021,4204.2
05-02-2021,4231.8
06-02-2021,4238.8
07-02-2021,4238.8
08-02-2021,4293.9
09-02-2021,4297.9
10-02-2021,4304.8
11-02-2021,4257.8
12-02-2021,4238.1
13-02-2021,4251.6
14-02-2021,4251.6
15-02-2021,4240.6
16-02-2021,4200.3
17-02-2021,4141.9
18-02-2021,4135.3
19-02-2021,4146
20-02-2021,4155.2
21-02-2021,4155.4
22-02-2021,4202.5
23-02-2021,4193.6
24-02-2021,4176.3
25-02-2021,4147.9
26-02-2021,4089.1
27-02-2021,4097.9
28-02-2021,4097.9
01-03-2021,4050.3
02-03-2021,4081.4
03-03-2021,4023.2
04-03-2021,3989.6
05-03-2021,3989.7
06-03-2021,3995.4
07-03-2021,3995.4
08-03-2021,3967.3
09-03-2021,4017.1
10-03-2021,4024.4
11-03-2021,4022.9
12-03-2021,4017.1
13-03-2021,4029.9
14-03-2021,4030
15-03-2021,4029.1
16-03-2021,4030.5
17-03-2021,4050.3
18-03-2021,4049.6
19-03-2021,4051.8
20-03-2021,4058.6
21-03-2021,4058.6
22-03-2021,4039.1
23-03-2021,4026.9
24-03-2021,4043.5
25-03-2021,4025
26-03-2021,4030.7
27-03-2021,4028.9
28-03-2021,4028.9
29-03-2021,3996
30-03-2021,3965.3
31-03-2021,4013.2
01-04-2021,4065.8
02-04-2021,4089.1
03-04-2021,4089
04-04-2021,4089
05-04-2021,4063.8
06-04-2021,4111.6
07-04-2021,4149
08-04-2021,4203.8
09-04-2021,4180.6
10-04-2021,4183.6
11-04-2021,4183.6
12-04-2021,4170.4
13-04-2021,4211.9
14-04-2021,4183.5
15-04-2021,4233.5
16-04-2021,4250.2
17-04-2021,4249.9
18-04-2021,4249.2
19-04-2021,4257.6
20-04-2021,4304
21-04-2021,4338.2
22-04-2021,4302.6
23-04-2021,4269.6
24-04-2021,4271.1
25-04-2021,4271.1
26-04-2021,4274.8
27-04-2021,4252.9
28-04-2021,4252.5
29-04-2021,4221.7
30-04-2021,4205.7
01-05-2021,4207.6
02-05-2021,4207.6
03-05-2021,4246.1
04-05-2021,4212.6
05-05-2021,4230.4
06-05-2021,4287.7
07-05-2021,4310.8
08-05-2021,4306.9
09-05-2021,4306.9
10-05-2021,4334.4
11-05-2021,4328.2
12-05-2021,4305.5
13-05-2021,4308.5
14-05-2021,4333.1
15-05-2021,4336.7
16-05-2021,4336.7
17-05-2021,4387.9
18-05-2021,4386.1
19-05-2021,4397.9
20-05-2021,4400.6
21-05-2021,4399.4
22-05-2021,4401.8
23-05-2021,4401.8
24-05-2021,4407.9
25-05-2021,4440.7
26-05-2021,4422.8
27-05-2021,4429.9
28-05-2021,4425.3
29-05-2021,4424.7
30-05-2021,4424.7
31-05-2021,4438.8
01-06-2021,4441.9
02-06-2021,4469.7
03-06-2021,4387.3
04-06-2021,4426.9
05-06-2021,4426.4
06-06-2021,4426.4
07-06-2021,4439.6
08-06-2021,4436.3
09-06-2021,4425.4
10-06-2021,4449.4
11-06-2021,4409.5
12-06-2021,4413.6
13-06-2021,4413.6
14-06-2021,4385.5
15-06-2021,4377.7
16-06-2021,4333
17-06-2021,4225.2
18-06-2021,4195.3
19-06-2021,4199.7
20-06-2021,4199.7
21-06-2021,4243.2
22-06-2021,4232.7
23-06-2021,4232.3
24-06-2021,4225.8
25-06-2021,4238.9
26-06-2021,4242.3
27-06-2021,4244.4
28-06-2021,4241.7
29-06-2021,4197.8
30-06-2021,4224.7
01-07-2021,4250
02-07-2021,4275.5
03-07-2021,4273.7
04-07-2021,4273.7
05-07-2021,4273.8
06-07-2021,4313.3
07-07-2021,4330.3
08-07-2021,4327.2
09-07-2021,4325
10-07-2021,4324.1
11-07-2021,4324.1
12-07-2021,4319.4
13-07-2021,4332.6
14-07-2021,4368.3
15-07-2021,4376.7
16-07-2021,4340.7
17-07-2021,4341.2
18-07-2021,4341.2
19-07-2021,4360.4
20-07-2021,4332.1
21-07-2021,4310.6
22-07-2021,4319
23-07-2021,4304.1
24-07-2021,4306.7
25-07-2021,4306.7
26-07-2021,4294.3
27-07-2021,4308.6
28-07-2021,4317.7
29-07-2021,4357.9
30-07-2021,4331.7
31-07-2021,4331.1
01-08-2021,4331.1
02-08-2021,4327.7
03-08-2021,4313.9
04-08-2021,4315.7
05-08-2021,4304.8
06-08-2021,4196.8
07-08-2021,4201.7
08-08-2021,4217
09-08-2021,4135.9
10-08-2021,4129.6
11-08-2021,4172.5
12-08-2021,4181.5
13-08-2021,4236
14-08-2021,4239.8
15-08-2021,4239.8
16-08-2021,4255.5
17-08-2021,4261.3
18-08-2021,4259.9
19-08-2021,4254.5
20-08-2021,4250.5
21-08-2021,4248.4
22-08-2021,4251.2
23-08-2021,4293.4
24-08-2021,4293.8
25-08-2021,4259.5
26-08-2021,4266.1
27-08-2021,4292.6
28-08-2021,4287.1
29-08-2021,4287.1
30-08-2021,4260.6
31-08-2021,4252.5
01-09-2021,4249.7
02-09-2021,4243.4
03-09-2021,4284.2
04-09-2021,4282.8
05-09-2021,4282.8
06-09-2021,4280
07-09-2021,4225.6
08-09-2021,4236.8
09-09-2021,4236.9
10-09-2021,4220.8
11-09-2021,4219.4
12-09-2021,4219.4
13-09-2021,4235.7
14-09-2021,4268.9
15-09-2021,4230.7
16-09-2021,4141.4
17-09-2021,4142.1
18-09-2021,4150.6
19-09-2021,4150.6
20-09-2021,4173.9
21-09-2021,4202.1
22-09-2021,4188.3
23-09-2021,4142.4
24-09-2021,4138.7
25-09-2021,4147.6
26-09-2021,4147.6
27-09-2021,4145.2
28-09-2021,4127.3
29-09-2021,4117.8
30-09-2021,4186.3
01-10-2021,4186.7
02-10-2021,4190.7
03-10-2021,4190.7
04-10-2021,4231.2
05-10-2021,4213
06-10-2021,4233.8
07-10-2021,4217.8
08-10-2021,4230.2
09-10-2021,4238
10-10-2021,4238
11-10-2021,4242.8
12-10-2021,4264.7
13-10-2021,4331
14-10-2021,4327.4
15-10-2021,4259.8
16-10-2021,4252
17-10-2021,4252
18-10-2021,4262.3
19-10-2021,4266.9
20-10-2021,4287.3
21-10-2021,4288.1
22-10-2021,4318
23-10-2021,4315
24-10-2021,4314.9
25-10-2021,4350.9
26-10-2021,4316.7
27-10-2021,4330.2
28-10-2021,4318.4
29-10-2021,4290.6
30-10-2021,4289.6
31-10-2021,4289.6
01-11-2021,4308.2
02-11-2021,4282.6
03-11-2021,4234.6
04-11-2021,4291.6
05-11-2021,4327.9
06-11-2021,4330.1
07-11-2021,4330.1
08-11-2021,4331.7
09-11-2021,4360
10-11-2021,4409.3
11-11-2021,4441.1
12-11-2021,4448.9
13-11-2021,4450.7
14-11-2021,4450.7
15-11-2021,4455.6
16-11-2021,4421.4
17-11-2021,4443.8
18-11-2021,4423.3
19-11-2021,4410.1
20-11-2021,4404.2
21-11-2021,4404.2
22-11-2021,4311.2
23-11-2021,4275
24-11-2021,4273.5
25-11-2021,4278.3
26-11-2021,4315.7
27-11-2021,4318.9
28-11-2021,4318.9
29-11-2021,4303.9
30-11-2021,4277
01-12-2021,4285.9
02-12-2021,4255.9
03-12-2021,4310.6
04-12-2021,4306.8
05-12-2021,4306.8
06-12-2021,4303.5
07-12-2021,4324.3
08-12-2021,4324.5
09-12-2021,4313
10-12-2021,4333.2
11-12-2021,4333.5
12-12-2021,4333.5
13-12-2021,4351.4
14-12-2021,4328.2
15-12-2021,4348.7
16-12-2021,4399.8
17-12-2021,4394.4
18-12-2021,4389.5
19-12-2021,4389.5
20-12-2021,4354.1
21-12-2021,4346.5
22-12-2021,4371.3
23-12-2021,4357.7
24-12-2021,4351.9
25-12-2021,4352.2
26-12-2021,4368.4
27-12-2021,4350.9
28-12-2021,4332.5
29-12-2021,4317.8
30-12-2021,4341.7
31-12-2021,4370.7
01-01-2022,4371.3
02-01-2022,4371.3
03-01-2022,4303
04-01-2022,4343.2
05-01-2022,4326.3
06-01-2022,4271.5
07-01-2022,4278.5
08-01-2022,4282.3
09-01-2022,4282.3
10-01-2022,4278
11-01-2022,4314.5
12-01-2022,4326.8
13-01-2022,4321.4
14-01-2022,4326.6
15-01-2022,4326.9
16-01-2022,4326.9
17-01-2022,4336.9
18-01-2022,4343.6
19-01-2022,4400.7
20-01-2022,4393
21-01-2022,4368.3
22-01-2022,4382.8
23-01-2022,4382.8
24-01-2022,4410
25-01-2022,4440.1
26-01-2022,4378.7
27-01-2022,4330.6
28-01-2022,4304.3
29-01-2022,4314
30-01-2022,4316.6
31-01-2022,4305.5
01-02-2022,4317.9
02-02-2022,4338.7
03-02-2022,4332.1
04-02-2022,4327.4
05-02-2022,4332.2
06-02-2022,4332.2
07-02-2022,4365.2
08-02-2022,4381.6
09-02-2022,4398.6
10-02-2022,4419.6
11-02-2022,4518.8
12-02-2022,4513.7
13-02-2022,4513.7
14-02-2022,4541.9
15-02-2022,4477.4
16-02-2022,4499.9
17-02-2022,4576.4
18-02-2022,4534.2
19-02-2022,4550.2
20-02-2022,4550.2
21-02-2022,4576.5
22-02-2022,4550.1
23-02-2022,4569.9
24-02-2022,4568.4
25-02-2022,4561.1
26-02-2022,4552.6
27-02-2022,4551.4
28-02-2022,4615.8
01-03-2022,4720.6
02-03-2022,4683.1
03-03-2022,4718.3
04-03-2022,4821.7
05-03-2022,4834.9
06-03-2022,4835.5
07-03-2022,4943.1
08-03-2022,5025.8
09-03-2022,4863
10-03-2022,4895.8
11-03-2022,4888.7
12-03-2022,4898.9
13-03-2022,4898.9
14-03-2022,4798
15-03-2022,4692.2
16-03-2022,4713.9
17-03-2022,4725.1
18-03-2022,4681.5
19-03-2022,4683.7
20-03-2022,4683.7
21-03-2022,4738.9
22-03-2022,4695.5
23-03-2022,4783.8
24-03-2022,4806.1
25-03-2022,4786.1
26-03-2022,4794.6
27-03-2022,4794.6
28-03-2022,4690.8
29-03-2022,4661.1
30-03-2022,4712.2
31-03-2022,4736.5
01-04-2022,4692.4
02-04-2022,4693.7
03-04-2022,4693.7
04-04-2022,4680.3
05-04-2022,4658.2
06-04-2022,4688.7
06-04-2022,4694.1
06-04-2022,4690
06-04-2022,4695.4
07-04-2022,4707.2
08-04-2022,4747.4
09-04-2022,4746.5
10-04-2022,4746.5
11-04-2022,4755.8
12-04-2022,4806.1
13-04-2022,4831.7
14-04-2022,4829.8
15-04-2022,4835.6
16-04-2022,4836.4
17-04-2022,4836.4
18-04-2022,4842.9
19-04-2022,4782.7
20-04-2022,4789.5
21-04-2022,4777.5
22-04-2022,4746.3
23-04-2022,4741.2
24-04-2022,4741.2
25-04-2022,4668.2
26-04-2022,4683.5
27-04-2022,4630.1
28-04-2022,4664
29-04-2022,4659.4
30-04-2022,4660.6
01-05-2022,4660.6
02-05-2022,4573.5
03-05-2022,4584.6
04-05-2022,4599.5
05-05-2022,4612.8
06-05-2022,4651.9
07-05-2022,4652.1
08-05-2022,4652.1
09-05-2022,4602.7
10-05-2022,4552.7
11-05-2022,4604
12-05-2022,4531.9
13-05-2022,4499.9
14-05-2022,4506.7
15-05-2022,4506.7
16-05-2022,4561.9
17-05-2022,4508.2
18-05-2022,4535.2
19-05-2022,4576.3
20-05-2022,4611.6
21-05-2022,4613
22-05-2022,4613
23-05-2022,4612.3
24-05-2022,4642.1
25-05-2022,4611.8
26-05-2022,4618.5
27-05-2022,4618.2
28-05-2022,4623
29-05-2022,4623
30-05-2022,4617.7
31-05-2022,4581
01-06-2022,4603.4
02-06-2022,4645.2
03-06-2022,4616.4
04-06-2022,4616.8
05-06-2022,4616.8
06-06-2022,4603.8
07-06-2022,4622.2
08-06-2022,4621.3
09-06-2022,4615
10-06-2022,4694
11-06-2022,4696.1
12-06-2022,4696.1
13-06-2022,4576.3
14-06-2022,4525.2
15-06-2022,4585.2
16-06-2022,4639.1
17-06-2022,4596.9
18-06-2022,4603.8
19-06-2022,4603.8
20-06-2022,4600.6
21-06-2022,4592.3
22-06-2022,4614.4
23-06-2022,4580.6
24-06-2022,4585
25-06-2022,4590
26-06-2022,4590
27-06-2022,4592
28-06-2022,4616.2
29-06-2022,4599.8
30-06-2022,4578.3
01-07-2022,4578.8
02-07-2022,4590.2
03-07-2022,4590.2
04-07-2022,4583
05-07-2022,4489.9
06-07-2022,4414.4
07-07-2022,4426.3
08-07-2022,4434.8
09-07-2022,4435.8
10-07-2022,4435.8
11-07-2022,4417.2
12-07-2022,4404.3
13-07-2022,4433.1
14-07-2022,4384
15-07-2022,4365.7
16-07-2022,4373.7
17-07-2022,4370.2
18-07-2022,4386
19-07-2022,4389.3
20-07-2022,4352.7
21-07-2022,4408.3
22-07-2022,4422.9
23-07-2022,4429.4
24-07-2022,4429.4
25-07-2022,4398.9
26-07-2022,4402.2
27-07-2022,4441
28-07-2022,4485.6
29-07-2022,4488.3
30-07-2022,4490.7
31-07-2022,4490.7
01-08-2022,4492
02-08-2022,4443.1
03-08-2022,4481.8
04-08-2022,4557
05-08-2022,4524.6
06-08-2022,4524.7
07-08-2022,4524.7
08-08-2022,4573.7
09-08-2022,4584.2
10-08-2022,4546.3
11-08-2022,4569.4
12-08-2022,4603.1
13-08-2022,4607.2
14-08-2022,4607.2
15-08-2022,4547.2
16-08-2022,4516.1
17-08-2022,4495
18-08-2022,4503.3
19-08-2022,4481.6
20-08-2022,4481.6
21-08-2022,4481.6
22-08-2022,4449.6
23-08-2022,4479.8
24-08-2022,4488
25-08-2022,4507.3
26-08-2022,4459.4
27-08-2022,4462.6
28-08-2022,4462.6
29-08-2022,4460
30-08-2022,4408.5
31-08-2022,4364.9
01-09-2022,4338.4
02-09-2022,4377.4
03-09-2022,4380.9
04-09-2022,4380.9
05-09-2022,4379.3
06-09-2022,4359.5
07-09-2022,4389
08-09-2022,4369.5
09-09-2022,4387.4
10-09-2022,4388.2
11-09-2022,4388.2
12-09-2022,4398.4
13-09-2022,4352.3
14-09-2022,4327.7
15-09-2022,4266.3
16-09-2022,4280.9
17-09-2022,4285
18-09-2022,4285
19-09-2022,4284.2
20-09-2022,4263.8
21-09-2022,4300.2
22-09-2022,4350.5
23-09-2022,4286
24-09-2022,4287.2
25-09-2022,4287.2
26-09-2022,4255.4
27-09-2022,4269
28-09-2022,4335.8
29-09-2022,4341.5
30-09-2022,4349.7
01-10-2022,4355.8
02-10-2022,4355.8
03-10-2022,4449.8
04-10-2022,4507.3
05-10-2022,4495.3
06-10-2022,4526.9
07-10-2022,4507
08-10-2022,4506.2
09-10-2022,4506.2
10-10-2022,4414.7
11-10-2022,4399.1
12-10-2022,4418
13-10-2022,4390.8
14-10-2022,4347.3
15-10-2022,4348.5
16-10-2022,4348.5
17-10-2022,4348.8
18-10-2022,4363.3
19-10-2022,4340.2
20-10-2022,4324.8
21-10-2022,4386.2
22-10-2022,4388.9
23-10-2022,4388.9
24-10-2022,4383.7
25-10-2022,4378.3
26-10-2022,4388.4
27-10-2022,4399.8
28-10-2022,4344.4
29-10-2022,4345.6
30-10-2022,4345.6
31-10-2022,4339.4
01-11-2022,4370.3
02-11-2022,4351.2
03-11-2022,4331.6
04-11-2022,4417.3
05-11-2022,4421.7
06-11-2022,4423.5
07-11-2022,4399.4
08-11-2022,4473.2
09-11-2022,4456.3
10-11-2022,4540.9
11-11-2022,4559.7
12-11-2022,4577.7
13-11-2022,4577.7
14-11-2022,4613.5
15-11-2022,4623.2
16-11-2022,4640
17-11-2022,4615.3
18-11-2022,4580.6
19-11-2022,4579
20-11-2022,4579
21-11-2022,4556.9
22-11-2022,4557.7
23-11-2022,4592.6
24-11-2022,4616.4
25-11-2022,4600.7
26-11-2022,4599.3
27-11-2022,4599.3
28-11-2022,4563
29-11-2022,4585.7
30-11-2022,4614.7
01-12-2022,4694.4
02-12-2022,4698.4
03-12-2022,4699.3
04-12-2022,4698.8
05-12-2022,4648.1
06-12-2022,4692.2
07-12-2022,4726.5
08-12-2022,4726.7
09-12-2022,4760
10-12-2022,4756.1
11-12-2022,4756.1
12-12-2022,4727.4
13-12-2022,4792.4
14-12-2022,4788.1
15-12-2022,4731.4
16-12-2022,4759.7
17-12-2022,4758.1
18-12-2022,4758.1
19-12-2022,4743
20-12-2022,4821
21-12-2022,4822.7
22-12-2022,4762.8
23-12-2022,4775.1
24-12-2022,4768.7
25-12-2022,4768.7
26-12-2022,4773.8
27-12-2022,4823.9
28-12-2022,4797.7
29-12-2022,4830.4
30-12-2022,4835.5
31-12-2022,4846
01-01-2023,4846
02-01-2023,4842.5
03-01-2023,4885.7
04-01-2023,4913.1
05-01-2023,4860.7
06-01-2023,4933.7
07-01-2023,4928
08-01-2023,4928
09-01-2023,4940.1
10-01-2023,4917.7
11-01-2023,4915.3
12-01-2023,4934.4
13-01-2023,5008.7
14-01-2023,5010.8
15-01-2023,5010.8
16-01-2023,5023.6
17-01-2023,4998.5
18-01-2023,4978.7
19-01-2023,5035.8
20-01-2023,5016.7
21-01-2023,5006.8
22-01-2023,5006.8
23-01-2023,5042.6
24-01-2023,5076.2
25-01-2023,5090.5
26-01-2023,5049.9
27-01-2023,5051.1
28-01-2023,5045.7
29-01-2023,5045.7
30-01-2023,5034.9
31-01-2023,5063.1
01-02-2023,5110.1
02-02-2023,5043.1
03-02-2023,4937.9
04-02-2023,4938.8
05-02-2023,4938.8
06-02-2023,4960.7
07-02-2023,4967.6
08-02-2023,4975.6
09-02-2023,4929.3
10-02-2023,4938.3
11-02-2023,4939.9
12-02-2023,4939.6
13-02-2023,4912.2
14-02-2023,4938.9
15-02-2023,4877.8
16-02-2023,4885.7
17-02-2023,4896.1
18-02-2023,4898.2
19-02-2023,4898.2
20-02-2023,4890.5
21-02-2023,4882.1
22-02-2023,4851.7
23-02-2023,4835.9
24-02-2023,4823.2
25-02-2023,4821.4
26-02-2023,4820.7
27-02-2023,4820.4
28-02-2023,4851.6
01-03-2023,4861
